PM25,VOC,HeatIdx,HR,SpO2,label
185.2452511689202,867.0892012711653,42.77335387223076,130.9490257548952,87.94760093672754,2
129.04462070332337,473.47788669255004,32.204434277195034,103.32489456973295,93.37088895781625,1
93.61348383348687,359.2509058620118,39.06042290788081,93.62698602451796,95.00306005730954,1
19.612202254986617,64.69525595115219,24.062648329244617,87.49827262648503,98.4743878460044,0
14.752035382707811,67.19574845732849,24.178767676488423,76.30410661852613,98.48753264581973,0
367.2282829427854,618.8525006762812,47.47507972192377,148.75375117521156,85.74534353503222,2
41.90576448240551,28.068640561575258,23.365558690455828,85.1620843926274,98.32017422119239,0
15.276215532901178,86.0344920040065,29.903700829075788,65.45810724291461,97.5945158465763,0
356.0349395961767,754.0986162708941,43.83968617956391,170.10493273010545,86.45086278886261,2
13.932323211830571,138.19612683194632,31.19004743716859,63.40795082384409,99.96603075311401,0
392.8746535206686,776.3508003391217,49.74096968744789,163.9100262417629,89.24770432242512,2
368.17984246350767,673.6588259138867,46.622468735307564,141.51547885431518,85.92336973357396,2
82.6764931272487,180.8263333959589,38.6189512909295,128.89326713849164,95.2670276672163,1
460.8389577033338,601.0035099369187,44.385565305992216,168.61780430372716,91.07799156505854,2
1.697298929289942,143.69187898892062,23.740439857913742,56.47020185965842,97.71251220284057,0
30.281894466170574,70.60514992365924,23.33399479477585,62.40146120174113,96.1733824797093,0
74.56019819591036,364.7579436640191,39.72893057994204,110.25505298341203,95.98521964753027,1
141.29919685325228,320.2003074777211,33.66172417379753,95.84415998302663,95.2336577886113,1
84.94493122384303,156.18472561093074,35.097261649067484,115.66577988364881,94.27146016461668,1
124.02640037254132,426.9697887041959,39.17280766443983,97.61717853559047,95.58920220243132,1
27.71132570660083,75.69559319661523,25.377930480428024,78.84103926538268,97.50317960915223,0
25.361740434419623,129.90535125686347,30.61094208714745,73.55309739200484,98.43878182057993,0
34.773360334493105,43.345278738158775,22.175003066618622,71.88884426133355,97.11451333235902,0
213.6543013475832,665.539578710583,44.29228411532954,152.9345220539095,91.77240441310767,2
